index Label,Tweet Text
0,fucking copycat  although you are name is mint and the act we share it is probably a cause for alcohol filled celebration  
0,literally cried when i woke up because i know what this day has in store for methestartoftechweek readyjustshootmeknow
0,because i disagree w  you  trading three picks for one when you have glaring holes at numerous positions is ass backwards 
1,    oh that makes it all better  
0,why did not i start watching the tudors earlier iloveit
0,christmasgift get started at making money in social media  
0,do not knw how to react everytime sum1 says me being in a wheelchair  inspires  them  im just living they same you are dude
0,get aht a tahn  the made in pgh gift guide via
0,on my lunch break so sleepy sleeping face 
1,work trains thegrind london business myhappyface
1,dude said i better think hard   so he can take me to cheddars lmao  
0,mychristmas ritual  part one howthegrinchstolechristmas
0,overcast at creso todayimlovingbeachwalkcrescenthead
0,2014 cannot end fast enough  stupid dead battery 
1,not even 8am and i can already see this is going to be a wonderful day needmorecoffee
1,i have an idea  how about 911 operators do not ever describe race   and police have to wear color blind glasses   
1,but russell is a good christian fella  he would not do that 
0,apparently my youth group thinks  are you kidding me   is my default expression  or  nomal face  areyoukiddingme
1,psa hey jay  i tuned in when u said  why all the cocaine talk today  after tweeting coke joke saw it is escobar s 65th
0,interviewed a turkey   here is what he had to say thanksgiving
1,planned on an early night last night   oh yaa course that happened   gotinterupted
1,your last retweet though
1,2v4 s d matches are just so fun  
1,i just lovee bein short and having my sweatpants go all the way under my feet its so fun    pile of poo 
1,i love waking up at 8 am on a saturday morning after going to bed at midnight
1,a day where ruled   i got followed by   wht a day   loll 
0,jusuf nurkicbulls rt   he clearly has a lot of talent  kind of amazing that denver got him and gary harris for mcdermott 
0,i do not even have progress on my thesis tas preparations for our event this thursday  weary face 
1,gym and i are gonna have a reeaall nice date tomorrow  imgoingtostrugglevsfs2014
0,sony pulled a movie bc we are scared of a country that cannot even keep its lights on at night  even motel 6 can do better than that zing
0,had a nice 3 hour nap  picking up my chinese take out and set to watchguardiansofthegalaxy i added water chestnuts to my dinner
0,the bears are probably the worst franchise in football at the moment 
1,I am so pissed off at chicago  like the people at the airport ruined so many peoples chances of ever meeting the boys  expressionless face  expressionless face  expressionless face   way to go
0,hell has frozen over  literally texas2015 
1,can you write your name on a paper and take a picture      i can but I am busy answering this question oh  
0,its a marshmallow world in the winter  multiple musical notes getthisoutofmyhead
1,taking the bike through rainy and cold dark streets to the dentist  yaay somuchfun
1,reading about barack obama in the barackobama plazamoneygall oh the
0,that is the face of a tired man hahahahah
1,we want turkey  
0,happy to be of some small service   
0,choose your words carefully hurting someone feelings is not the right way to go 
1,what a joke  thanks for the detailed response and communication with your customers 
0,asalamoalekum    smiling face with open mouth  kesay mizaj   thank you so much  it was posted on 2nd december 2013  already there   smiling face with halo 
0,feeling artsy tonight artsy homealone vienna studentlife   b e s apartment
0,showed mom this picture of me and   says  this is grunge  and she goes  haha   i love it  momgoals
0,explains why inter went all calciopoli over juventus  
0,i pray god comes back in america and saves us all 
0,libbylaneappointment womenbishopsdebate over  the appointment of the reverend libby lane as the  
0,sad that when someone drinks they treat you like shit and will not talk to you 
0,we provide a structure that ensures you will successfully invest in real estate 
0,ask a liberal and he will tell you obama got us out of iraq and won the afghan war  and no one ever died under his watch 
1,why am i sick   looks at other tweets  oh yeah sex   lame
1,working a double on 2 hours of sleep here we go let us get it
1,for those of you that love this time of year 
1,in other news i havent had a good nights sleep in a week  i feel great 
0,the purereality of  
0,diy  change yourmobilecover every day now  enjoy 
1,happy 2nd anniversary to me in sgv  happy ot here in client  woohoo  i loove my job  super  more years to go  
0,cause of all the things in life this seems to be inbalance   music  medicine    doctor  superdaylineup
0,i guess that means msm will dig something up to smear barkley now  ferguson
0,jimi agbaje is a fine man  in respect to public service what notable landmark has he achieved  tested jimi  
1,good thing we had enoughwhitewine andchristmastrees to survive if needed chardsohardfashion   
0,why all the delays  happy
1,the fun part about 4 am drives in the winter  is no one has cleaned the snow yet
0,i miss the days when all my close friends lived in the same city 
1,so it is claimed that 99  of all russian athletes take performance enhancing drugs  there is a surprise
0,is that  
1,shoutout to my mom for being hella supportive of me
1,you may also see flags of isis with him is this govt and ch nisar do not admit    
1,that is funny
0,do you want more period related post or do you like how i post some personal things here on instagram 
0,analscreenexotic exotic brunette gets her little tight butt nailed right on the office desk
1,what time is the ufc press conference tomorrow with names of numerous fighters getting cut
0,terror on high seas    fishing boat  allegedly frompakistan  blows up at sea   
0,what matters to me is gym holidays work the hell out
1,i like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  face with tears of joy 
0,hate it  go back to the old format please 
0,its a week joke i have with jessica and my niece person raising both hands in celebration 
0,you seriously bought a giant tv to play in the box 
1,haha who the fuck says that to someone truegentlemen
0,if you do not want hall to eventually ask for a trade then hope for consistency in the message  change too much you might as well start over
0,wow  that here though  sorry grandpa  we use mac these dayswelcometotheworldneverarguewithfools
0,i liked the first one  never cared enough to watch the sequel s    that said  i will only watch thereboot because ofchrispratt
0,working blues enough vacation days
0,the badger crusade continues   gloucestershire badger patrols triggered by illegal trapping fears  
0,i also support instantly murdering 12 year olds with fake plastic guns in public parks  
0,auntie just called and said shes on her way   i better get dressed then  astonished face  face with tears of joy  face with tears of joy 
1,ahh 7 a m bedtimes  how I have missed you examproblems
0,nerdpiccollage having a bit of fun with georgianerd chistmassillybilly   chilling on my comfy  
0,i think it was the hotel owners  
0,  one day i want to travel with my bestfriend  earth globe asia australia  airplane   done did traveled da world    heavy black heart  
1,again fans come second  thanks again
0,when you return in kind then so called friends label you as being unkind    
0,sometimes i just dont understand anything  stubborn
0,that was the cutest thing ever  smiling face with heart shaped eyes  face throwing a kiss 
1,oh how i love that my ass is too big to fit into my jeans anymore  bigbootybitches
1,does not lucky and fortunate mean the same thing 
0,i enjoy stealing my husband hat every once in awhile  smiling face with heart shaped eyes  face throwing a kiss  flushed face heyyallgoodmorning
0,his tweet in the context of his history is what makes it a clear bait 
0,insanity is doing the same thing twice and expecting different results
1,3 hours sleep yay loving life
1,wow  look at you hotshot  isthatajoke
0,cannot wait to play thebfhardline beta with you xdepic
1,contemplating responding to  s tweet saying  what remains of their pride  but not sure how well that will go down
1,having to be up in four hours sounds great
1,oh and now the district line has major signal failures and delays fantastic  
1,sure that will end well
0,country music   photo editing  my type of morning  black sun with rays   multiple musical notes 
1,lol   micromax is promising that service 
0, its so hard to choose between the pleasure and the pain  girldecemberlovedream strong
1,adrian was raised that way and he made it to the nfl  maybe he thought that would motivate his kid to get there too 
1,she heard him cry and his little fingers   toes were counted and mary exclaimed  he s perfect   oh mary  you so cray cray 
1,my secret name is lizard squad  i like to ruin people s fun time  follow and rt to a billion and you will have fun psn giveitup
1,sexist article in the daily fail about men wasting money on cycling   accompanied by recommendation for a handbag costing  99 
0,you tweet about having a flip phone  now that is the definition of
1,yea we was we too only a couple schools played black   not its a black dominate game
0,do not forget to join forsteak night tonight starting at 4pm nycfoodfoodie
0,i do not think I have ever seen love actually all the way through  i tried once last year  i do not remember it 
0,my nephew stopped a lot  his long hair  looks like a drug dealer  never smoked anything pills not an aspirin 
0,qz8501 asks permission totakeoff towercontrol ofsurubaya  yeah  y can go  away 
0, answer 2  more than 150 artists   winsunburnpasses
1,not playing out in the provinces like  oh  mississippi 
0,church sign of the day  how would you feel if we celebrated your birthday without you   speak no evil monkey stoleemthereasonfortheseason
1,   it has the word man in it   just as sexist as saying mail man instead of mail carrier   michiganman
1,did you know   if you are reading this right now you are not blind  lol 
0,yeah   we wont talk about how the bodies of the 2 cops killed in bk were ambulanced immediately  elitism at its finest 
1,love this weather
0,psst  you spelt  thing  wrong   
0,what day is the sabbath followjesuschristfbcfbcjax
0,tough day in sunkitsch funny   costa teguise lanzarote
0,if exclude bf3 maps from the poll   i am going to riot   i really want seine crossing back  loudly crying face   loudly crying face  i would pay for it  
1,i love 14 hour shifts  weary face  weary face  weary face 
1,the wholemisogyny thing is hanging in there with women from the right   a cat fight now    imagine pulling that on the leftpmlive
1,yea  yea that is logical 
0,over on cbs at noon isbalvsmia  fox hasseavsphi after thesaints nfl
1,so aaron sorkin goes on to talk about not liking the media talking about sony hack  using media to bitch about media 
0,you have no argument because you are insane 
1,fergusonriottips remember  the only way ppl listen is if you burn down their stores   fergusonvitoandvitowaarmediatcotycot
0,my fingers smell like lavashak   
0,notcieseu juncker receives birthday surprise  one million signatures opposing ttip and ceta
0,foreveryoung  forever out  forever inourhearts    ripphillipjoelhughes 
1,last day in naples with my emma girl   palm tree  black sun with rays  soeasytotakeapicwithatoddler 19wksandcounting  
1,say no more  bigclub
0,anytime  cash is acceptable every where  and can be used toward whatever they want need 
1,nah  it is better we all act like the north korean govt and police people s private thoughts 
0,my 7 year old got it for me  i think macy s
1,blowing your nose so hard your ears pop is the greatest way to start a wednesday 
1,today s court proceedings  allowing prisoners access to books in england   wales  surely confirms it is time to limit judicial review 
1,yay i love being awake at 5 in the morning  grinning face  pistol 
0,off to a slow start this morning    weary face 
1,getting power from wind is so outdated and unsightly  we should be siphoning it directly from the sun by now 
1,really looked forward to waking up this early for finals  
1,oh how i love listening to fox news in the background while opening presents 
1,those bad anonymous and occupy people did it all because they support white supremacy
1,well that is a completely well reasoned and thought out argument  you have changed my mind  ferguson
0,yeah no I am still laughing  it is not even that funny and I am still laughing
0,gotta be a joke about tootin a horn somewhere
0,gotta go out with him and the third forth fifth  wheels  winterthought
1,cc  my last tweet  wayne s world is a great movie 
0,zero place for that  when the karma train finds raiola  i hope it has a full head of steam
0,earn cash by posting   tweeting      get started at homebasedbusinesslol
1,oracle on windows 200  this should be fun 
1,last day of classestrill except finals whoop
0,you blame him for everything else
1,with dropping oil prices  thank goodnesspmharper has worked so hard trying to tie our economy to the oil   gas sector  cdnpoli
0,when singing along to songs in korean and there is a part in english  i sing it with a korean accent  why 
0,save your work folks  I am offically cntrl alt deleting this week 
1,I am glad andy can tweet all day but not text me back  loved
1,  when some masseuses offer  soothing  massages the way reviewers offer stinging criticisms masseuse  reviewermassage  criticism
0,it shows you that apc is a free and fair party run by intellectuals and this is what we call democracy dictatorship 
0,how dare you accuse me of being a boomer 
0,hungry and hungover a goodday
0,oi na how am i functioning right nowsleepdeprived
0,i literally do not know
1,what does pti do apart from whining  youthiacrasy
1,true
1,tells someone to spell correctly while completely fucking up his tweet
1,my solo costume so far is charcoal grey bottoms   making some real progress 
1,pay ghost soldiers in iraq   cut pay of usmilitary  keepyourpromise
1,  but then it started itself and made the windows noise  so starts this exciting day of mine   
0,me and you are the only ones that love it  smiling face with open mouth and tightly closed eyes  father christmas  party popper  multiple musical notes 
0,in need of a rose winee wine glass  wine glass 
1,yesterdaypeshawarattack was a top tag and today the only thing twitter nation seems to be concerned about isptikeptpakfirst
0,my whole life is just  oh ok  
0,leg snapped alike a twig and after i completed my front flip i screamed like a hungry newborn baby
0,succesitis aboutwhatweseeifwe justkeephopeandnevergiveupsuccessis  
1,i can already tell today is going to be a wonderful day
1,junior got a rim shot for a  rim job  joke 
0,found out the reason that weekend closer makes my life miserable is because I am atheist hypocriteatheistproblemsserverproblems
1,stayingcasualmondayfunday ootdfashionstyleallyouneedisstyletodayimwearing
0,so so problematic   god bless her  it is a shame what have we done to pakistan    
1,torturereport trending  i was not aware j k  rowling released her new book 
1,too sad   local now 
1,wtf thanks for saying bye
1,ahh gotta love those december electric bills 
1,dead  why is this stupidest of memes still perpetuated 
1,when someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty  
1,great  I have got a lung infection  this is fun      notfunmiserable
1,jeez it is a lovely morning out    dash symbol  droplet  splashing sweat symbol   thumbs down sign  irelanddecember
0,i need a spot for my birthday
0,i do not think  i know 
1,i love when people leave their smelly shoes in my car  it makes my car smell great 
1,what is the rush  his leg is still attached right  dr dabo
1,50 mph winds make a great hair fan for a photo shoot   smiling face with open mouth 
1,gotta love working the day after christmas smellya
1,is  i have to go  my gelding is struggling with dystocia  a valid excuse  i just want to see the  lack of  reactionwhenyouseeit
1,  i love thegamergate concept of harassing and spamming porn at any critics as proof that you are not a hate group 
1,the thing i love the most about coming into work early  having everyone ask me why I am here so early  gets me every time  annoying
1,thanks   for nothing  all my family were flying with you from kl to attend my wedding everyonecanfly adelaideroutecancelled
0,he did not know that before putting him there they all reck our country pdp clans do not deserve another day even months
0,could do with someone making me a hot chocolate right now ahaha
0,me at restaurants  is there wi fi  me at beach  is there wi fi  me at family parties  is there wi fi  me in hell  is there wi fi wifi
1,love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers    see no evil monkey 
0,don ttext anddrive either 
1,really   unbelievable  u mean he was a thug   criminal 
0,always gonna be an uphill battle  sometimes I am gonna have to lose 
1,today i do not feel like doing anything 
0,in light of themurders of two nypd officers inspired byicantbreathe should  
0,he def came out the closet on that and 1 dunkrudygay
1,people at my school only talk about sex and drugs  so awesome
1,perfect time to get really sick  tired face  face with medical mask 
1,funny
0,thehardest thing is knowing  having thefaith tokeepgoing
1,bush  fully informed  of cia methods no   really   shocking  
0,your jedi mind tricks do not work on me service guy   glad i dropped the car off for the oil change instead of av 
1,i often worry that wealth does not have enough influence in society  so pleased to see this being addressed
0,   women say 1 man asltd them  y so long 2 say sumtin    the young 1s  where the parents  hotel wit grn ass man  smh
0,some  new  vinyl on the turntable tonight  here is to you joe  joestrummersandinista
1,who you calling bottle job I will take teeth  yeah I am game mate  at training tonight too  I will remember your hat
0,to all those who held back in2014 start again in2015 as      it is never too late to start 
1,I am so funny
0,song of the day   love like winter    a fire inside 
1,thank you occ for being concerned enough about my safety driving to school to cancel classes  
1,oh sprints i love you
0,wreathacrossamericajax it is finnished honorfallenheros in jax  
1,heading to my nanas place its going to be so fun
1,big thanks to my teachers for the four tests i have to take tomorrowwoohoo
1,last semester i dropped a class because i had to write a 7pg paper  this semester I have had to write 5 of them
0,its my workhorse  practically glued to my hand
1,prevents blood clots  more like stops blood circulationsurgicalstockingsattractive
0,bet that waslimbs in the sunderland end
1,thanks mother nature   you did not give us as snow day and now my twitter is filled with people complaining
1,you know it is going to be a great day when you are garmin resets itself and you spill some cinnamon down yourself slowclap
0,they are all written out in a gold gel pen waiting  i hate how are relationship consists of twitter messaging fulfilling
0,you need to  it is an experience to say the least
0,johny ur cracking me up on facebook chatting up my mate  smiling face with open mouth and tightly closed eyes  smiling face with open mouth and tightly closed eyes  smiling face with open mouth and tightly closed eyes 
1,wee  you too  i love that xbox live and playstation network are down due to hackers on christmas 
1, bidu up 2   officially announced uber stake   bidu has market cap of  78 6 billion  uber should top that in next vc round  right 
0,check this out   souglychristmassweater  ebayipad 
1,i just love not being able to sleep   sotired
1,   so psn and xbox live are both down on a day many people get new video games    north korean hack   tired face 
1,tried to cut and paste a tweet from sa mining where they got go green consulting    it is in my timeline 
1,i seriously lovee how much you care
1,you know what is awesome  when all your gear  sliders  dolly  monitor  etc  gets delivered   the end of filming  somadatbandhandadorama
0,dayumm   chtis brown is ma maayuun   face with tears of joy  face with tears of joy  face with tears of joy 
0,now  tomorrow productivity at work would be hampered getmetoevc
0,  stay faithful or stay single
1,absolutely love waking up to snow
0,i believe we have n that is y we suck 
0,4   yes  was the reply  these are public dollars being used  what is with this lack of transparency around union pearson express topoli
1,the jets have pick 6 in the 2015 draft the blows my mind  nfldraft
1,like i need to be reminded of bp cup competition dates 
0,awesome  and well deserved 
1,yes  vote for satan    in 2016  
0,moron  no one has ever said a ball is squarestrawman
0,your friends will bring you down because they fucked up what they had males   females me fool  
0,  thats quite an interesting number coz i managed to read only 17 but i will surely make it in2015 
1,and we know abt the  goal  that  never  crossed the line holierthanthouhenryisalegend
1,isnt it obvioussadhvi case andrape cases are 2 different things  you cannot co relate both thngs to 1 sentence
1,aw thanks mother nature  merry christmas to you too 
1,what an eventful day    victory hand  
0,day 4  joyous day decemberchallengepicture speaks for itselfcostateguisebeach peace 2nd home   
0,no  it isn t  wr s are dime a dozen and completely replaceable  which is why the packers will not overspend to retain him 
0,japan sabegetsthemandatehewanted   but therecovery he wanted  japan s prime minister shinzo  
1,i got tampons 
1,for those who can hear us  talks about nb power s record number of outages  7 13 transmitterproblems
0,globalwarming would be nice right now if it were only true   callalgore 2 burn money 4christmas           
0,you truly are my son 
1,i just love 160 question tests in the morning 
0,at   sketchtodayspudshedfreshfruit  only for eatingfor drawing as welldrawingperth
1,will not our national hockey expert at 24 sussex drive join you  
0,this is what looks like  right 
0,has shown up to speak withzemirbegic family yet 
1, let s all do only squats and deadlifts until we hurt ourselves    really really good trainersfitnessmotivation
0,bbcnews   thailandcrownprince swiferesignsfromroyalty 
0,first photos of the infiniti vision gt concept emerge
0,racism is pooled in liberal democrats  democrats must foment racism and division to maintain control  divide and conquer 
1,so  this topless feminist was just looking for someone to love 
1, i feel bad for the american people  now we should invade their country in kill their children so we can save them 
1,I am such a good friend  
1,wow  that is just so funny  
1,just flossed and then ate right afterinconvenient
0,no reasons given  some waited expecting a call but only found they were not chosen from media announcement
0,ill see if i can  winking face 
0,sysdig cloud   the fascinating world of linux system calls   reminds me of my solaris dtrace days in early 200 s
0,i really need to get my nails and eyebrows done tomorrow  grinning face with smiling eyes  been slacking on that cool  nail polish  face with no good gesture  information desk person 
0,one of those obvious when you see it but oh so clever ideas   glad you approved 
0,replurks acatholicprayer  lord jesus christ  son of god  have mercy on me  a sinner catholicprayer
1,i bet its warmer in nova scotia today friocoldfreezingcostadelsol ilovecanada
1,bbc news   new forest road safety campaign donkey killed by car
0,suppose i best move my arse to thegym  anything to put off wrapping presents  confused face  wrapped present christmaschore
0,thanks for the awesome support on ourinstagram page  much appreciated  womenmotivationrolemode
0,i adapted the snoopy comic for academic paper submission  p reviewer 2 is the stuff of nightmares 
1,kind of love how i got a voicemail from my seat neighbor wondering where i was yet they constantly sell their ticket   i never ask
0,happy new year to mee  
0,georgia s nativity play in the morning too  
1,sanjay dutt asks for parole to meet his wife whereas other husbands want parole from their wives but there no body exist to grant it  
0,who is eating everything on the table for noche buena   happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand  happy person raising one hand 
0,let us get another big win vols bball and keep it going   volnationbeatncstate
0,you can spit on a rose but it is still a rose  contempt mockery
1,if you do not want to upgrade your ios or keep many pictures  yeah it is great
0,  alert   please change this   its me  nowplaying relentlezz   who i be    tune in 
1,half the world is starving  the other half is struggling to lose weight   sickworld
0,i liked    do not regret anything that made you smile   ha ha
0,dats how u kno its winter
1,i like creepy guys that ask me random questions at swic
1,someone stop obama  usa only should have relations with human rights loving nations like saudi arabia  not terrorist cuba cuba
0,watch father and not his daughter fuck old youngfatherand
1,no  voting somebody in because they are from latvia is way more important than voting for the best players 
1,marvin lewis clearly thinks very highly of johnny football norespect
1,finals week is draining my body so much that it is ruining my life in other places  lovely  
1,about to write my math final really excited somethingrandom
0,just pulled up to school for the first time in my life in a good mood only to find out it doesnt start for another 2 hours blessed
1,dragging her feet  smacking her lips and scowling at the empty street while screaming into the phone   such grace   white frowning face 
0,i have to say that misty with johnny mathis is one of my favourites
1,the only scary bollywood film I have watched is bhootnaath
0,read at the news   middleeastupdates   assad us ledairstrikes seriousorefficient 
1,love working hard trying to fix other people s fuck ups
1,went neck deep in a swamp today so that was fun chilly
0,and that is a wrap for 2014 shows kiddies  ending in the berkshires bosel1model2 
0,gonna need k state to play a little better but loving seeing this team in action with beckthies
0,analqueenalysafour four girls  a lot of drinks and a few strap on  8230  that  8217 s  8230 
1,nothing like waiting at an airport youcanthearit
1,i love my customersannoying stoptalking
1,better bust out my aluminum hat   chemtrailsdontexistgrowup
0,just one of those nights  pensive face 
1,why  university always helping
1,that one time i did not feel in over my head 
1,we must be tolerant and embrace the peaceful islamic faith  muslims are our peaceful brothers
1,today I will lecture on crm investments   shareholder value    so excited     smirking face  I am sleepy  sleeping face 
1,cannot wait for the 3 30 hour drive back home  betarocks15
1,left my lunch at home  swansea canteen outdoing themselves with this generous and well priced portion of food
1,oh that sounds like a great plan 
1,double standards are always a fun thing
0,ithas beenseen ww monstermmorpg  com since  parados bymonstermmorpgbean
0,maybe 2 different proposals  the girl is wearing different shoes and the guy is wearing a different coat 
1,so far today i burned my tongue on my coffee  saw a dead guy on the freeway and chipped the windshield in the truckgonnahaveagoodday
0,ceebz work  allow dat ting fam
0,had no sleep and have got school now happy pouting face 
1,love  love  love how the left side of my face is swollen   pouting face  loudly crying face 
1,nice to see you admit your errors slightly different from your earlier stats for 2014 
0,there are things we are made to go through to harm us but to given us a lesson to teach to someone weaker
1,the good old days 
0,mirror mirror on the wall  when will i find happiness 
1,that is always a great way to boost self esteem
0,I am pretty sure i have a snowman problem 
1,watching my grandparents and my parents pay all these bills  really excites me for the future      
1,yeah nice hair babes  face with tears of joy  face with tears of joy 
0,did not carolina beat tampa bay  the picks sheet has tb winning 
0,i guess not  stop insulting me 
0,tripped over my own feet three times in the hallsoclumsy
1,i feel like crap today  so instead of redbull I am drinking something healthy newyearnewme totallystillgoingtodrinktheredbull
1,about to fuck up this media exam actuallyihopeso
0,almajmoua participating in the 4thcsr forumlebanontogetherwegrow  for profitmicrofinancesupporting  
0,whoever runs yeovil town fc twitter account should be fired  their starting line up looks like a mxit fantasy league team
1,  a teen named bud weisser was arrested by cops for breaking into a st  louis party store  
1,at the same length  we should not forget about the fundamental communal sanghi hindu fanatic rss in our backyard 
1,   electricity generated in kashmir can illuminate whole india  pm  but it is only not illuminatingkashmir
1,a british world champion in one of the most demanding   popular sports on earth  yeah  of course I am being  
1,at least   I have got spine  cause i can feel the pain in my back thinkpositive 
1,mondaymorning pouring rain and i am singing  the most wonderful time of the year  as i walk to the office
1,hahahaha    best asian style  went to the group of pretty boys all wearing blacks suits with a tie bow  how stylish  2014mama
1,why is paper so sharp  someone should put a ban on paper  liberalmentality
0,jonah hill is funny kevin hart will smith jim carrey  sacha baron cohen 
0,arizonacourtofappealsdecides toretrymilke  thursday the arizona court of appeals ordered a lower  
1,i doubt this week could get any better 
0,damned if you do   communicationtruth via
0,i should get out of bed now lol
0,some are really loving the criticism on zoella  let it rest  please  i wonder what you would do for some    
0,I will bring it to work  the hoops one is a hit
1,transfer fund of  250 00 is given to    nottingham forest a team with a transfer embargo 
1,galliani already jumping into the changing room  likely discovered what seedorf told him all along    same thing pippo is saying now
0,hey alex  thanks for the support  my fb page is   and success to you 
1,people speaking of law to protesters who are fighting for justice themselves   modeltownnotforgottenpatptigonawazgo
1,ohh he can climb a rope  just like every other commando  super talented  takemeout
1,probably going to fail tomorrow yayy globalartisthmamtvstars one direction
1,feeding your own flesh and blood making an alley way smell terrible   same  same  90sthesunthingsthatarewrong
0,is sleeping medication like ambien any better for you  rt   this is what alcohol does to your sleep
